# taxa  Frequency(n)   propn
#  899   00000000000010010000   2   
#  900   00000000000000000000   0   
#  901   01000000000000001000   2   
#  902   00000000000000100000   1   
#  903   00000000000000000000   0   
#  904   00000000000000000000   0   
#  905   00000010000000000000   1   
#  906   00000000000000000000   0   
#  907   00000000000001000000   1   
#  908   00100000000000000000   1   
#  909   00000001000100010000   3   
#  910   01000000000000000000   1   
#  911   00000000100000000000   1   
#  912   00000000100000000000   1   
#  913   00000000000000010000   1   
#  914   00001000000000000000   1   
#  915   00010000001000000000   2   
#  916   00000000000001000000   1   
#  917   00000000000000000000   0   
#  918   00000000000000000000   0   
#  919   00000000000000000000   0   
#  920   00000000000000000000   0   
#  921   00000000000000000000   0   
#  922   00000000000000000000   0   
#  923   00000000000100010010   3   
#  924   00000000000000000000   0   
#  925   00000000000000000000   0   
#  926   00000000000000000000   0   
#  927   00000010000100000000   2   
#  928   00000000000000010001   2   
#  929   00000000000000010000   1   
#  930   00001000000000000000   1   
#  931   00000100000000000001   2   
#  932   00001001000000000000   2   
#  933   00001000000000000000   1   
#  934   00000000000000001000   1   
#  935   00000000000000000000   0   
#  936   00000100000100000000   2   
#  937   00010000100000000000   2   
#  938   00000000000000000000   0   
#  939   00000000000000000001   1   
#  940   00000000000000100000   1   
#  941   00000010000000010000   2   
#  942   00000100000000000000   1   
#  943   00010000000000000000   1   
#  944   00000000000000010000   1   
#  945   00000000000000000000   0   
#  946   00100000000000000000   1   
#  947   00000000000000000000   0   
#  948   00000000000000000000   0   
#  949   00000000001000000100   2   
#  950   00000010000000000000   1   
#  951   00000000000000100000   1   
#  952   00000000000000000000   0   
#  953   00000000000001000001   2   
#  954   00000000000010000000   1   
#  955   00010000000000000001   2   
#  956   00000000000000000100   1   
#  957   00000000000000100000   1   
#  958   00000000000000000000   0   
#  959   00000000000001000000   1   
#  960   00000000000000000000   0   
#  961   00000010000000000000   1   
#  962   00000000000000000000   0   
#  963   00000000000000000000   0   
#  964   00000000000000000000   0   
#  965   00000000000000000000   0   
#  966   00000000000000000000   0   
#  967   01000000000000000000   1   
#  968   00000000000000000000   0   
#  969   00000000001100000000   2   
#  970   00100000000100000000   2   
#  971   00010000000000000000   1   
#  972   00000000001000000000   1   
#  973   00000000000000000000   0   
#  974   00000000000000000000   0   
#  975   00000000100000000000   1   
#  976   00000000110000001000   3   
#  977   00000000100000000000   1   
#  978   00000000010000000000   1   
#  979   00000100000000000000   1   
#  980   00000000000000000010   1   
#  981   00000000000000000000   0   
#  982   00000000000001000000   1   
#  983   00000000000000000000   0   
#  984   01000010000000000000   2   
#  985   00000000000000000000   0   
#  986   00000000000000000000   0   
#  987   00010000000000000000   1   
#  988   00000000000010010000   2   
#  989   00000000000000000000   0   
#  990   00000000100000000000   1   
#  991   01000000000000000000   1   
#  992   00001000000000010000   2   
#  993   00000000000000000000   0   
#  994   10000000000000000000   1   
#  995   00000000000100000010   2   
#  996   00000000000000000000   0   
#  997   00000000000000000000   0   
#  998   00000000000000000000   0   
#  999   00000000000000000010   1   
# 1000   00000000000010000100   2   
