t         VX       fr_sym1   fr_M0      D          x.fsym0   x.fsym1  x.msym0M0  x.msym1M0  x.msym0M1  x.msym1M1   
 0.000     656.0   0.1252   0.0187   0.0024        292.4     40.1      6.0        0.0      275.4       42.0
 0.010     655.9   0.1252   0.0187   0.0024        292.4     40.1      6.0        0.0      275.4       41.9
 0.020     655.9   0.1252   0.0188   0.0023        292.4     40.2      6.0        0.0      275.4       41.8
 0.030     655.8   0.1251   0.0189   0.0023        292.3     40.3      6.0        0.1      275.4       41.8
 0.040     655.8   0.1251   0.0189   0.0022        292.3     40.3      6.0        0.1      275.4       41.7
 0.050     655.7   0.1251   0.0190   0.0022        292.2     40.4      6.0        0.1      275.4       41.6
 0.060     655.7   0.1251   0.0190   0.0021        292.2     40.4      6.0        0.1      275.4       41.5
 0.070     655.6   0.1250   0.0191   0.0021        292.2     40.4      6.0        0.1      275.4       41.4
 0.080     655.6   0.1250   0.0192   0.0020        292.1     40.5      6.0        0.1      275.4       41.3
 0.090     655.5   0.1250   0.0192   0.0020        292.1     40.5      6.0        0.2      275.4       41.3
 0.100     655.4   0.1250   0.0193   0.0019        292.1     40.6      6.1        0.2      275.4       41.2
 0.110     655.4   0.1249   0.0193   0.0019        292.0     40.6      6.1        0.2      275.4       41.1
 0.120     655.3   0.1249   0.0194   0.0019        292.0     40.6      6.1        0.2      275.4       41.0
 0.130     655.3   0.1249   0.0194   0.0018        292.0     40.7      6.1        0.2      275.4       41.0
 0.140     655.3   0.1248   0.0195   0.0018        291.9     40.7      6.1        0.2      275.4       40.9
 0.150     655.2   0.1248   0.0195   0.0018        291.9     40.7      6.1        0.2      275.4       40.8
 0.160     655.2   0.1248   0.0196   0.0017        291.9     40.7      6.1        0.2      275.4       40.8
 0.170     655.1   0.1248   0.0196   0.0017        291.9     40.8      6.1        0.3      275.4       40.7
 0.180     655.1   0.1247   0.0197   0.0017        291.8     40.8      6.1        0.3      275.4       40.7
 0.190     655.0   0.1247   0.0197   0.0016        291.8     40.8      6.1        0.3      275.4       40.6
 0.200     655.0   0.1247   0.0198   0.0016        291.8     40.8      6.1        0.3      275.4       40.6
 0.210     654.9   0.1246   0.0198   0.0016        291.8     40.8      6.1        0.3      275.4       40.5
 0.220     654.9   0.1246   0.0199   0.0016        291.8     40.8      6.1        0.3      275.4       40.5
 0.230     654.9   0.1246   0.0199   0.0016        291.7     40.9      6.1        0.3      275.4       40.4
 0.240     654.8   0.1245   0.0200   0.0015        291.7     40.9      6.1        0.3      275.4       40.4
 0.250     654.8   0.1245   0.0200   0.0015        291.7     40.9      6.1        0.3      275.4       40.3
 0.260     654.8   0.1245   0.0200   0.0015        291.7     40.9      6.1        0.3      275.4       40.3
 0.270     654.7   0.1244   0.0201   0.0015        291.7     40.9      6.1        0.3      275.4       40.2
 0.280     654.7   0.1244   0.0201   0.0015        291.7     40.9      6.1        0.3      275.4       40.2
 0.290     654.6   0.1244   0.0202   0.0014        291.7     40.9      6.1        0.4      275.4       40.1
 0.300     654.6   0.1243   0.0202   0.0014        291.6     40.9      6.1        0.4      275.4       40.1
 0.310     654.6   0.1243   0.0202   0.0014        291.6     40.9      6.2        0.4      275.4       40.1
 0.320     654.6   0.1243   0.0203   0.0014        291.6     40.9      6.2        0.4      275.4       40.0
 0.330     654.5   0.1242   0.0203   0.0014        291.6     40.9      6.2        0.4      275.4       40.0
 0.340     654.5   0.1242   0.0204   0.0014        291.6     40.9      6.2        0.4      275.4       40.0
 0.350     654.5   0.1242   0.0204   0.0013        291.6     41.0      6.2        0.4      275.4       39.9
 0.360     654.4   0.1241   0.0204   0.0013        291.6     41.0      6.2        0.4      275.4       39.9
 0.370     654.4   0.1241   0.0205   0.0013        291.6     41.0      6.2        0.4      275.4       39.9
 0.380     654.4   0.1241   0.0205   0.0013        291.6     41.0      6.2        0.4      275.4       39.8
 0.390     654.4   0.1240   0.0206   0.0013        291.6     41.0      6.2        0.4      275.4       39.8
 0.400     654.3   0.1240   0.0206   0.0013        291.6     41.0      6.2        0.4      275.4       39.8
 0.410     654.3   0.1240   0.0206   0.0013        291.6     41.0      6.2        0.4      275.4       39.7
 0.420     654.3   0.1239   0.0207   0.0013        291.6     41.0      6.2        0.4      275.4       39.7
 0.430     654.3   0.1239   0.0207   0.0013        291.6     41.0      6.2        0.4      275.4       39.7
 0.440     654.2   0.1239   0.0207   0.0013        291.6     41.0      6.2        0.4      275.4       39.7
 0.450     654.2   0.1238   0.0208   0.0012        291.6     41.0      6.3        0.4      275.4       39.6
 0.460     654.2   0.1238   0.0208   0.0012        291.6     41.0      6.3        0.4      275.4       39.6
 0.470     654.2   0.1238   0.0208   0.0012        291.6     41.0      6.3        0.4      275.4       39.6
 0.480     654.2   0.1237   0.0209   0.0012        291.6     40.9      6.3        0.4      275.4       39.6
 0.490     654.1   0.1237   0.0209   0.0012        291.5     40.9      6.3        0.4      275.4       39.5
 0.500     654.1   0.1237   0.0209   0.0012        291.5     40.9      6.3        0.4      275.4       39.5
 0.510     654.1   0.1236   0.0210   0.0012        291.6     40.9      6.3        0.4      275.4       39.5
 0.520     654.1   0.1236   0.0210   0.0012        291.6     40.9      6.3        0.5      275.4       39.5
 0.530     654.1   0.1236   0.0210   0.0012        291.6     40.9      6.3        0.5      275.4       39.4
 0.540     654.1   0.1235   0.0211   0.0012        291.6     40.9      6.3        0.5      275.4       39.4
 0.550     654.1   0.1235   0.0211   0.0012        291.6     40.9      6.3        0.5      275.4       39.4
 0.560     654.0   0.1235   0.0211   0.0012        291.6     40.9      6.3        0.5      275.4       39.4
 0.570     654.0   0.1234   0.0212   0.0012        291.6     40.9      6.3        0.5      275.4       39.4
 0.580     654.0   0.1234   0.0212   0.0012        291.6     40.9      6.4        0.5      275.4       39.3
 0.590     654.0   0.1234   0.0212   0.0012        291.6     40.9      6.4        0.5      275.4       39.3
 0.600     654.0   0.1234   0.0213   0.0012        291.6     40.9      6.4        0.5      275.4       39.3
 0.610     654.0   0.1233   0.0213   0.0012        291.6     40.9      6.4        0.5      275.4       39.3
 0.620     654.0   0.1233   0.0213   0.0012        291.6     40.9      6.4        0.5      275.4       39.3
 0.630     654.0   0.1233   0.0214   0.0012        291.6     40.9      6.4        0.5      275.4       39.3
 0.640     654.0   0.1232   0.0214   0.0012        291.6     40.9      6.4        0.5      275.4       39.2
 0.650     654.0   0.1232   0.0214   0.0011        291.6     40.9      6.4        0.5      275.4       39.2
 0.660     654.0   0.1232   0.0215   0.0011        291.6     40.9      6.4        0.5      275.4       39.2
 0.670     653.9   0.1231   0.0215   0.0011        291.6     40.9      6.4        0.5      275.4       39.2
 0.680     653.9   0.1231   0.0215   0.0011        291.6     40.8      6.4        0.5      275.4       39.2
 0.690     653.9   0.1231   0.0216   0.0011        291.6     40.8      6.4        0.5      275.4       39.2
 0.700     653.9   0.1230   0.0216   0.0011        291.6     40.8      6.5        0.5      275.4       39.1
 0.710     653.9   0.1230   0.0216   0.0011        291.6     40.8      6.5        0.5      275.4       39.1
 0.720     653.9   0.1230   0.0217   0.0011        291.6     40.8      6.5        0.5      275.4       39.1
 0.730     653.9   0.1230   0.0217   0.0011        291.7     40.8      6.5        0.5      275.4       39.1
 0.740     653.9   0.1229   0.0217   0.0011        291.7     40.8      6.5        0.5      275.4       39.1
 0.750     653.9   0.1229   0.0218   0.0011        291.7     40.8      6.5        0.5      275.4       39.1
 0.760     653.9   0.1229   0.0218   0.0011        291.7     40.8      6.5        0.5      275.4       39.1
 0.770     653.9   0.1228   0.0218   0.0011        291.7     40.8      6.5        0.5      275.4       39.0
 0.780     653.9   0.1228   0.0219   0.0011        291.7     40.8      6.5        0.5      275.4       39.0
 0.790     653.9   0.1228   0.0219   0.0011        291.7     40.8      6.5        0.5      275.4       39.0
 0.800     653.9   0.1227   0.0219   0.0011        291.7     40.8      6.5        0.5      275.4       39.0
 0.810     653.9   0.1227   0.0220   0.0011        291.7     40.8      6.6        0.5      275.4       39.0
 0.820     653.9   0.1227   0.0220   0.0011        291.7     40.7      6.6        0.5      275.4       39.0
 0.830     653.9   0.1227   0.0220   0.0011        291.7     40.7      6.6        0.5      275.4       39.0
 0.840     653.9   0.1226   0.0220   0.0011        291.8     40.7      6.6        0.5      275.4       39.0
 0.850     654.0   0.1226   0.0221   0.0011        291.8     40.7      6.6        0.5      275.4       38.9
 0.860     654.0   0.1226   0.0221   0.0011        291.8     40.7      6.6        0.5      275.4       38.9
 0.870     654.0   0.1225   0.0221   0.0011        291.8     40.7      6.6        0.5      275.4       38.9
 0.880     654.0   0.1225   0.0222   0.0011        291.8     40.7      6.6        0.5      275.4       38.9
 0.890     654.0   0.1225   0.0222   0.0011        291.8     40.7      6.6        0.5      275.4       38.9
 0.900     654.0   0.1225   0.0222   0.0011        291.8     40.7      6.6        0.5      275.4       38.9
 0.910     654.0   0.1224   0.0223   0.0011        291.8     40.7      6.6        0.5      275.4       38.9
 0.920     654.0   0.1224   0.0223   0.0011        291.9     40.7      6.6        0.5      275.4       38.9
 0.930     654.0   0.1224   0.0223   0.0011        291.9     40.7      6.7        0.5      275.4       38.9
 0.940     654.0   0.1224   0.0224   0.0011        291.9     40.7      6.7        0.5      275.5       38.8
 0.950     654.0   0.1223   0.0224   0.0011        291.9     40.7      6.7        0.5      275.5       38.8
 0.960     654.0   0.1223   0.0224   0.0011        291.9     40.6      6.7        0.5      275.5       38.8
 0.970     654.0   0.1223   0.0225   0.0011        291.9     40.6      6.7        0.5      275.5       38.8
 0.980     654.1   0.1222   0.0225   0.0011        291.9     40.6      6.7        0.5      275.5       38.8
 0.990     654.1   0.1222   0.0225   0.0011        291.9     40.6      6.7        0.5      275.5       38.8
 1.000     654.1   0.1222   0.0225   0.0011        292.0     40.6      6.7        0.5      275.5       38.8
 1.010     654.1   0.1222   0.0226   0.0011        292.0     40.6      6.7        0.5      275.5       38.8
 1.020     654.1   0.1221   0.0226   0.0011        292.0     40.6      6.7        0.5      275.5       38.8
 1.030     654.1   0.1221   0.0226   0.0011        292.0     40.6      6.8        0.5      275.5       38.8
 1.040     654.1   0.1221   0.0227   0.0011        292.0     40.6      6.8        0.5      275.5       38.7
 1.050     654.1   0.1221   0.0227   0.0011        292.0     40.6      6.8        0.5      275.5       38.7
 1.060     654.2   0.1220   0.0227   0.0011        292.0     40.6      6.8        0.5      275.5       38.7
 1.070     654.2   0.1220   0.0228   0.0011        292.1     40.6      6.8        0.5      275.5       38.7
 1.080     654.2   0.1220   0.0228   0.0011        292.1     40.6      6.8        0.5      275.5       38.7
 1.090     654.2   0.1220   0.0228   0.0011        292.1     40.6      6.8        0.5      275.5       38.7
 1.100     654.2   0.1219   0.0229   0.0011        292.1     40.5      6.8        0.5      275.5       38.7
 1.110     654.2   0.1219   0.0229   0.0011        292.1     40.5      6.8        0.5      275.5       38.7
 1.120     654.2   0.1219   0.0229   0.0011        292.1     40.5      6.8        0.5      275.5       38.7
 1.130     654.3   0.1219   0.0230   0.0011        292.1     40.5      6.8        0.5      275.5       38.7
 1.140     654.3   0.1218   0.0230   0.0011        292.2     40.5      6.9        0.5      275.5       38.7
 1.150     654.3   0.1218   0.0230   0.0011        292.2     40.5      6.9        0.5      275.6       38.6
 1.160     654.3   0.1218   0.0231   0.0011        292.2     40.5      6.9        0.5      275.6       38.6
 1.170     654.3   0.1218   0.0231   0.0011        292.2     40.5      6.9        0.5      275.6       38.6
 1.180     654.3   0.1217   0.0231   0.0011        292.2     40.5      6.9        0.5      275.6       38.6
 1.190     654.4   0.1217   0.0232   0.0011        292.2     40.5      6.9        0.5      275.6       38.6
 1.200     654.4   0.1217   0.0232   0.0011        292.3     40.5      6.9        0.5      275.6       38.6
 1.210     654.4   0.1217   0.0232   0.0011        292.3     40.5      6.9        0.5      275.6       38.6
 1.220     654.4   0.1216   0.0232   0.0011        292.3     40.5      6.9        0.5      275.6       38.6
 1.230     654.4   0.1216   0.0233   0.0011        292.3     40.5      6.9        0.5      275.6       38.6
 1.240     654.5   0.1216   0.0233   0.0011        292.3     40.5      7.0        0.5      275.6       38.6
 1.250     654.5   0.1216   0.0233   0.0011        292.3     40.4      7.0        0.5      275.6       38.6
 1.260     654.5   0.1215   0.0234   0.0011        292.4     40.4      7.0        0.5      275.6       38.6
 1.270     654.5   0.1215   0.0234   0.0011        292.4     40.4      7.0        0.5      275.6       38.5
 1.280     654.5   0.1215   0.0234   0.0011        292.4     40.4      7.0        0.5      275.6       38.5
 1.290     654.6   0.1215   0.0235   0.0011        292.4     40.4      7.0        0.5      275.6       38.5
 1.300     654.6   0.1214   0.0235   0.0011        292.4     40.4      7.0        0.6      275.7       38.5
 1.310     654.6   0.1214   0.0235   0.0011        292.4     40.4      7.0        0.6      275.7       38.5
 1.320     654.6   0.1214   0.0236   0.0011        292.5     40.4      7.0        0.6      275.7       38.5
 1.330     654.6   0.1214   0.0236   0.0011        292.5     40.4      7.0        0.6      275.7       38.5
 1.340     654.7   0.1213   0.0236   0.0011        292.5     40.4      7.1        0.6      275.7       38.5
 1.350     654.7   0.1213   0.0237   0.0011        292.5     40.4      7.1        0.6      275.7       38.5
 1.360     654.7   0.1213   0.0237   0.0012        292.5     40.4      7.1        0.6      275.7       38.5
 1.370     654.7   0.1213   0.0237   0.0012        292.5     40.4      7.1        0.6      275.7       38.5
 1.380     654.8   0.1213   0.0238   0.0012        292.6     40.4      7.1        0.6      275.7       38.5
 1.390     654.8   0.1212   0.0238   0.0012        292.6     40.4      7.1        0.6      275.7       38.5
 1.400     654.8   0.1212   0.0238   0.0012        292.6     40.4      7.1        0.6      275.7       38.5
 1.410     654.8   0.1212   0.0239   0.0012        292.6     40.3      7.1        0.6      275.7       38.5
 1.420     654.9   0.1212   0.0239   0.0012        292.6     40.3      7.1        0.6      275.7       38.4
 1.430     654.9   0.1211   0.0239   0.0012        292.7     40.3      7.1        0.6      275.7       38.4
 1.440     654.9   0.1211   0.0240   0.0012        292.7     40.3      7.2        0.6      275.8       38.4
 1.450     654.9   0.1211   0.0240   0.0012        292.7     40.3      7.2        0.6      275.8       38.4
 1.460     655.0   0.1211   0.0240   0.0012        292.7     40.3      7.2        0.6      275.8       38.4
 1.470     655.0   0.1211   0.0241   0.0012        292.7     40.3      7.2        0.6      275.8       38.4
 1.480     655.0   0.1210   0.0241   0.0012        292.7     40.3      7.2        0.6      275.8       38.4
 1.490     655.0   0.1210   0.0241   0.0012        292.8     40.3      7.2        0.6      275.8       38.4
 1.500     655.1   0.1210   0.0242   0.0012        292.8     40.3      7.2        0.6      275.8       38.4
 1.510     655.1   0.1210   0.0242   0.0012        292.8     40.3      7.2        0.6      275.8       38.4
 1.520     655.1   0.1209   0.0242   0.0012        292.8     40.3      7.2        0.6      275.8       38.4
 1.530     655.1   0.1209   0.0243   0.0012        292.8     40.3      7.2        0.6      275.8       38.4
 1.540     655.2   0.1209   0.0243   0.0012        292.9     40.3      7.3        0.6      275.8       38.4
 1.550     655.2   0.1209   0.0243   0.0012        292.9     40.3      7.3        0.6      275.8       38.4
 1.560     655.2   0.1209   0.0244   0.0012        292.9     40.3      7.3        0.6      275.9       38.4
 1.570     655.2   0.1208   0.0244   0.0012        292.9     40.3      7.3        0.6      275.9       38.3
 1.580     655.3   0.1208   0.0244   0.0012        292.9     40.3      7.3        0.6      275.9       38.3
 1.590     655.3   0.1208   0.0245   0.0012        293.0     40.2      7.3        0.6      275.9       38.3
 1.600     655.3   0.1208   0.0245   0.0012        293.0     40.2      7.3        0.6      275.9       38.3
 1.610     655.4   0.1208   0.0245   0.0012        293.0     40.2      7.3        0.6      275.9       38.3
 1.620     655.4   0.1207   0.0246   0.0012        293.0     40.2      7.3        0.6      275.9       38.3
 1.630     655.4   0.1207   0.0246   0.0012        293.0     40.2      7.3        0.6      275.9       38.3
 1.640     655.4   0.1207   0.0246   0.0012        293.1     40.2      7.4        0.6      275.9       38.3
 1.650     655.5   0.1207   0.0247   0.0012        293.1     40.2      7.4        0.6      275.9       38.3
 1.660     655.5   0.1206   0.0247   0.0012        293.1     40.2      7.4        0.6      275.9       38.3
 1.670     655.5   0.1206   0.0247   0.0012        293.1     40.2      7.4        0.6      276.0       38.3
 1.680     655.6   0.1206   0.0248   0.0012        293.1     40.2      7.4        0.6      276.0       38.3
 1.690     655.6   0.1206   0.0248   0.0012        293.2     40.2      7.4        0.6      276.0       38.3
 1.700     655.6   0.1206   0.0248   0.0012        293.2     40.2      7.4        0.6      276.0       38.3
 1.710     655.6   0.1205   0.0249   0.0012        293.2     40.2      7.4        0.6      276.0       38.3
 1.720     655.7   0.1205   0.0249   0.0012        293.2     40.2      7.4        0.6      276.0       38.3
 1.730     655.7   0.1205   0.0249   0.0012        293.2     40.2      7.4        0.6      276.0       38.3
 1.740     655.7   0.1205   0.0250   0.0012        293.3     40.2      7.5        0.6      276.0       38.2
 1.750     655.8   0.1205   0.0250   0.0012        293.3     40.2      7.5        0.6      276.0       38.2
 1.760     655.8   0.1204   0.0250   0.0012        293.3     40.2      7.5        0.6      276.0       38.2
 1.770     655.8   0.1204   0.0251   0.0012        293.3     40.2      7.5        0.6      276.0       38.2
 1.780     655.9   0.1204   0.0251   0.0012        293.3     40.2      7.5        0.6      276.1       38.2
 1.790     655.9   0.1204   0.0251   0.0012        293.4     40.1      7.5        0.6      276.1       38.2
 1.800     655.9   0.1204   0.0252   0.0012        293.4     40.1      7.5        0.6      276.1       38.2
 1.810     655.9   0.1203   0.0252   0.0012        293.4     40.1      7.5        0.6      276.1       38.2
 1.820     656.0   0.1203   0.0252   0.0012        293.4     40.1      7.5        0.6      276.1       38.2
 1.830     656.0   0.1203   0.0253   0.0012        293.4     40.1      7.6        0.6      276.1       38.2
 1.840     656.0   0.1203   0.0253   0.0012        293.5     40.1      7.6        0.6      276.1       38.2
 1.850     656.1   0.1203   0.0253   0.0012        293.5     40.1      7.6        0.6      276.1       38.2
 1.860     656.1   0.1202   0.0254   0.0012        293.5     40.1      7.6        0.6      276.1       38.2
 1.870     656.1   0.1202   0.0254   0.0012        293.5     40.1      7.6        0.6      276.1       38.2
 1.880     656.2   0.1202   0.0254   0.0012        293.5     40.1      7.6        0.6      276.1       38.2
 1.890     656.2   0.1202   0.0255   0.0012        293.6     40.1      7.6        0.6      276.2       38.2
 1.900     656.2   0.1202   0.0255   0.0012        293.6     40.1      7.6        0.6      276.2       38.2
 1.910     656.3   0.1201   0.0255   0.0012        293.6     40.1      7.6        0.6      276.2       38.2
 1.920     656.3   0.1201   0.0256   0.0012        293.6     40.1      7.7        0.6      276.2       38.2
 1.930     656.3   0.1201   0.0256   0.0012        293.6     40.1      7.7        0.6      276.2       38.1
 1.940     656.4   0.1201   0.0256   0.0012        293.7     40.1      7.7        0.6      276.2       38.1
 1.950     656.4   0.1201   0.0257   0.0012        293.7     40.1      7.7        0.6      276.2       38.1
 1.960     656.4   0.1200   0.0257   0.0012        293.7     40.1      7.7        0.6      276.2       38.1
 1.970     656.5   0.1200   0.0257   0.0012        293.7     40.1      7.7        0.6      276.2       38.1
 1.980     656.5   0.1200   0.0258   0.0012        293.8     40.1      7.7        0.6      276.2       38.1
 1.990     656.5   0.1200   0.0258   0.0012        293.8     40.1      7.7        0.6      276.3       38.1
 2.000     656.6   0.1200   0.0258   0.0012        293.8     40.0      7.7        0.6      276.3       38.1
 2.010     656.6   0.1199   0.0259   0.0012        293.8     40.0      7.7        0.6      276.3       38.1
 2.020     656.6   0.1199   0.0259   0.0012        293.8     40.0      7.8        0.6      276.3       38.1
 2.030     656.7   0.1199   0.0259   0.0012        293.9     40.0      7.8        0.6      276.3       38.1
 2.040     656.7   0.1199   0.0260   0.0012        293.9     40.0      7.8        0.6      276.3       38.1
 2.050     656.7   0.1199   0.0260   0.0012        293.9     40.0      7.8        0.6      276.3       38.1
 2.060     656.8   0.1199   0.0261   0.0012        293.9     40.0      7.8        0.6      276.3       38.1
 2.070     656.8   0.1198   0.0261   0.0012        293.9     40.0      7.8        0.6      276.3       38.1
 2.080     656.8   0.1198   0.0261   0.0012        294.0     40.0      7.8        0.6      276.3       38.1
 2.090     656.9   0.1198   0.0262   0.0012        294.0     40.0      7.8        0.6      276.3       38.1
 2.100     656.9   0.1198   0.0262   0.0012        294.0     40.0      7.8        0.6      276.4       38.1
 2.110     656.9   0.1198   0.0262   0.0012        294.0     40.0      7.9        0.6      276.4       38.1
 2.120     657.0   0.1197   0.0263   0.0012        294.1     40.0      7.9        0.6      276.4       38.1
 2.130     657.0   0.1197   0.0263   0.0013        294.1     40.0      7.9        0.6      276.4       38.0
 2.140     657.0   0.1197   0.0263   0.0013        294.1     40.0      7.9        0.6      276.4       38.0
 2.150     657.1   0.1197   0.0264   0.0013        294.1     40.0      7.9        0.6      276.4       38.0
 2.160     657.1   0.1197   0.0264   0.0013        294.1     40.0      7.9        0.6      276.4       38.0
 2.170     657.1   0.1196   0.0264   0.0013        294.2     40.0      7.9        0.6      276.4       38.0
 2.180     657.2   0.1196   0.0265   0.0013        294.2     40.0      7.9        0.6      276.4       38.0
 2.190     657.2   0.1196   0.0265   0.0013        294.2     40.0      7.9        0.6      276.4       38.0
 2.200     657.2   0.1196   0.0265   0.0013        294.2     40.0      8.0        0.6      276.5       38.0
 2.210     657.3   0.1196   0.0266   0.0013        294.2     40.0      8.0        0.6      276.5       38.0
 2.220     657.3   0.1196   0.0266   0.0013        294.3     40.0      8.0        0.6      276.5       38.0
 2.230     657.3   0.1195   0.0267   0.0013        294.3     40.0      8.0        0.6      276.5       38.0
 2.240     657.4   0.1195   0.0267   0.0013        294.3     39.9      8.0        0.6      276.5       38.0
 2.250     657.4   0.1195   0.0267   0.0013        294.3     39.9      8.0        0.6      276.5       38.0
 2.260     657.5   0.1195   0.0268   0.0013        294.4     39.9      8.0        0.6      276.5       38.0
 2.270     657.5   0.1195   0.0268   0.0013        294.4     39.9      8.0        0.6      276.5       38.0
 2.280     657.5   0.1194   0.0268   0.0013        294.4     39.9      8.0        0.6      276.5       38.0
 2.290     657.6   0.1194   0.0269   0.0013        294.4     39.9      8.1        0.6      276.5       38.0
 2.300     657.6   0.1194   0.0269   0.0013        294.4     39.9      8.1        0.6      276.6       38.0
 2.310     657.6   0.1194   0.0269   0.0013        294.5     39.9      8.1        0.6      276.6       38.0
 2.320     657.7   0.1194   0.0270   0.0013        294.5     39.9      8.1        0.6      276.6       38.0
 2.330     657.7   0.1193   0.0270   0.0013        294.5     39.9      8.1        0.6      276.6       38.0
 2.340     657.7   0.1193   0.0270   0.0013        294.5     39.9      8.1        0.6      276.6       37.9
 2.350     657.8   0.1193   0.0271   0.0013        294.6     39.9      8.1        0.6      276.6       37.9
 2.360     657.8   0.1193   0.0271   0.0013        294.6     39.9      8.1        0.6      276.6       37.9
 2.370     657.8   0.1193   0.0272   0.0013        294.6     39.9      8.1        0.6      276.6       37.9
 2.380     657.9   0.1193   0.0272   0.0013        294.6     39.9      8.2        0.6      276.6       37.9
 2.390     657.9   0.1192   0.0272   0.0013        294.6     39.9      8.2        0.6      276.6       37.9
 2.400     657.9   0.1192   0.0273   0.0013        294.7     39.9      8.2        0.6      276.7       37.9
 2.410     658.0   0.1192   0.0273   0.0013        294.7     39.9      8.2        0.6      276.7       37.9
 2.420     658.0   0.1192   0.0273   0.0013        294.7     39.9      8.2        0.6      276.7       37.9
 2.430     658.1   0.1192   0.0274   0.0013        294.7     39.9      8.2        0.6      276.7       37.9
 2.440     658.1   0.1192   0.0274   0.0013        294.8     39.9      8.2        0.6      276.7       37.9
 2.450     658.1   0.1191   0.0274   0.0013        294.8     39.9      8.2        0.6      276.7       37.9
 2.460     658.2   0.1191   0.0275   0.0013        294.8     39.9      8.3        0.6      276.7       37.9
 2.470     658.2   0.1191   0.0275   0.0013        294.8     39.9      8.3        0.6      276.7       37.9
 2.480     658.2   0.1191   0.0276   0.0013        294.8     39.9      8.3        0.6      276.7       37.9
 2.490     658.3   0.1191   0.0276   0.0013        294.9     39.9      8.3        0.6      276.7       37.9
 2.500     658.3   0.1190   0.0276   0.0013        294.9     39.8      8.3        0.6      276.8       37.9
 2.510     658.3   0.1190   0.0277   0.0013        294.9     39.8      8.3        0.6      276.8       37.9
 2.520     658.4   0.1190   0.0277   0.0013        294.9     39.8      8.3        0.6      276.8       37.9
 2.530     658.4   0.1190   0.0277   0.0013        295.0     39.8      8.3        0.6      276.8       37.9
 2.540     658.5   0.1190   0.0278   0.0013        295.0     39.8      8.3        0.6      276.8       37.9
 2.550     658.5   0.1190   0.0278   0.0013        295.0     39.8      8.4        0.6      276.8       37.9
 2.560     658.5   0.1189   0.0279   0.0013        295.0     39.8      8.4        0.6      276.8       37.9
 2.570     658.6   0.1189   0.0279   0.0013        295.0     39.8      8.4        0.6      276.8       37.8
 2.580     658.6   0.1189   0.0279   0.0013        295.1     39.8      8.4        0.6      276.8       37.8
 2.590     658.6   0.1189   0.0280   0.0013        295.1     39.8      8.4        0.6      276.8       37.8
 2.600     658.7   0.1189   0.0280   0.0013        295.1     39.8      8.4        0.7      276.9       37.8
 2.610     658.7   0.1189   0.0280   0.0013        295.1     39.8      8.4        0.7      276.9       37.8
 2.620     658.8   0.1188   0.0281   0.0013        295.2     39.8      8.4        0.7      276.9       37.8
 2.630     658.8   0.1188   0.0281   0.0013        295.2     39.8      8.5        0.7      276.9       37.8
 2.640     658.8   0.1188   0.0282   0.0013        295.2     39.8      8.5        0.7      276.9       37.8
 2.650     658.9   0.1188   0.0282   0.0013        295.2     39.8      8.5        0.7      276.9       37.8
 2.660     658.9   0.1188   0.0282   0.0013        295.2     39.8      8.5        0.7      276.9       37.8
 2.670     658.9   0.1187   0.0283   0.0013        295.3     39.8      8.5        0.7      276.9       37.8
 2.680     659.0   0.1187   0.0283   0.0013        295.3     39.8      8.5        0.7      276.9       37.8
 2.690     659.0   0.1187   0.0283   0.0013        295.3     39.8      8.5        0.7      276.9       37.8
 2.700     659.1   0.1187   0.0284   0.0013        295.3     39.8      8.5        0.7      277.0       37.8
 2.710     659.1   0.1187   0.0284   0.0013        295.4     39.8      8.5        0.7      277.0       37.8
 2.720     659.1   0.1187   0.0285   0.0013        295.4     39.8      8.6        0.7      277.0       37.8
 2.730     659.2   0.1186   0.0285   0.0013        295.4     39.8      8.6        0.7      277.0       37.8
 2.740     659.2   0.1186   0.0285   0.0013        295.4     39.8      8.6        0.7      277.0       37.8
 2.750     659.2   0.1186   0.0286   0.0013        295.5     39.8      8.6        0.7      277.0       37.8
 2.760     659.3   0.1186   0.0286   0.0013        295.5     39.8      8.6        0.7      277.0       37.8
 2.770     659.3   0.1186   0.0286   0.0013        295.5     39.8      8.6        0.7      277.0       37.8
 2.780     659.4   0.1186   0.0287   0.0013        295.5     39.7      8.6        0.7      277.0       37.8
 2.790     659.4   0.1185   0.0287   0.0013        295.5     39.7      8.6        0.7      277.0       37.8
 2.800     659.4   0.1185   0.0288   0.0014        295.6     39.7      8.7        0.7      277.1       37.7
 2.810     659.5   0.1185   0.0288   0.0014        295.6     39.7      8.7        0.7      277.1       37.7
 2.820     659.5   0.1185   0.0288   0.0014        295.6     39.7      8.7        0.7      277.1       37.7
 2.830     659.5   0.1185   0.0289   0.0014        295.6     39.7      8.7        0.7      277.1       37.7
 2.840     659.6   0.1185   0.0289   0.0014        295.7     39.7      8.7        0.7      277.1       37.7
 2.850     659.6   0.1184   0.0289   0.0014        295.7     39.7      8.7        0.7      277.1       37.7
 2.860     659.7   0.1184   0.0290   0.0014        295.7     39.7      8.7        0.7      277.1       37.7
 2.870     659.7   0.1184   0.0290   0.0014        295.7     39.7      8.7        0.7      277.1       37.7
 2.880     659.7   0.1184   0.0291   0.0014        295.7     39.7      8.8        0.7      277.1       37.7
 2.890     659.8   0.1184   0.0291   0.0014        295.8     39.7      8.8        0.7      277.1       37.7
