t         VX       fr_sym1   fr_M0      D          x.fsym0   x.fsym1  x.msym0M0  x.msym1M0  x.msym0M1  x.msym1M1   
13.050     702.9   0.1000   0.0999   0.0037        321.7     35.7     32.4        2.2      278.6       32.4
13.060     702.9   0.0999   0.1000   0.0038        321.7     35.7     32.4        2.2      278.6       32.4
13.070     703.0   0.0999   0.1001   0.0038        321.7     35.7     32.4        2.2      278.6       32.4
13.080     703.0   0.0999   0.1003   0.0038        321.8     35.7     32.5        2.2      278.6       32.4
13.090     703.1   0.0999   0.1004   0.0038        321.8     35.7     32.5        2.2      278.5       32.4
13.100     703.1   0.0999   0.1005   0.0038        321.8     35.7     32.6        2.2      278.5       32.3
13.110     703.2   0.0998   0.1006   0.0038        321.9     35.7     32.6        2.2      278.5       32.3
13.120     703.2   0.0998   0.1007   0.0038        321.9     35.7     32.6        2.2      278.5       32.3
13.130     703.3   0.0998   0.1008   0.0038        321.9     35.7     32.7        2.2      278.5       32.3
13.140     703.3   0.0998   0.1009   0.0038        322.0     35.7     32.7        2.2      278.5       32.3
13.150     703.4   0.0997   0.1010   0.0038        322.0     35.7     32.7        2.2      278.5       32.3
13.160     703.4   0.0997   0.1011   0.0038        322.0     35.7     32.8        2.2      278.5       32.3
13.170     703.5   0.0997   0.1012   0.0038        322.0     35.7     32.8        2.2      278.5       32.3
13.180     703.5   0.0997   0.1013   0.0038        322.1     35.7     32.9        2.2      278.5       32.3
13.190     703.6   0.0997   0.1015   0.0038        322.1     35.7     32.9        2.2      278.5       32.3
13.200     703.7   0.0996   0.1016   0.0038        322.1     35.6     32.9        2.2      278.5       32.3
13.210     703.7   0.0996   0.1017   0.0038        322.2     35.6     33.0        2.2      278.5       32.3
13.220     703.8   0.0996   0.1018   0.0038        322.2     35.6     33.0        2.2      278.4       32.3
13.230     703.8   0.0996   0.1019   0.0038        322.2     35.6     33.1        2.2      278.4       32.3
13.240     703.9   0.0996   0.1020   0.0038        322.3     35.6     33.1        2.2      278.4       32.2
13.250     703.9   0.0995   0.1021   0.0038        322.3     35.6     33.1        2.2      278.4       32.2
13.260     704.0   0.0995   0.1022   0.0038        322.3     35.6     33.2        2.2      278.4       32.2
13.270     704.0   0.0995   0.1023   0.0038        322.4     35.6     33.2        2.2      278.4       32.2
13.280     704.1   0.0995   0.1024   0.0038        322.4     35.6     33.2        2.2      278.4       32.2
13.290     704.1   0.0994   0.1026   0.0038        322.4     35.6     33.3        2.2      278.4       32.2
13.300     704.2   0.0994   0.1027   0.0038        322.5     35.6     33.3        2.2      278.4       32.2
13.310     704.2   0.0994   0.1028   0.0038        322.5     35.6     33.4        2.2      278.4       32.2
13.320     704.3   0.0994   0.1029   0.0038        322.5     35.6     33.4        2.2      278.4       32.2
13.330     704.3   0.0994   0.1030   0.0038        322.6     35.6     33.4        2.2      278.4       32.2
13.340     704.4   0.0993   0.1031   0.0038        322.6     35.6     33.5        2.2      278.3       32.2
13.350     704.4   0.0993   0.1032   0.0038        322.6     35.6     33.5        2.2      278.3       32.2
13.360     704.5   0.0993   0.1033   0.0038        322.6     35.6     33.6        2.2      278.3       32.2
13.370     704.5   0.0993   0.1034   0.0038        322.7     35.6     33.6        2.2      278.3       32.1
13.380     704.6   0.0992   0.1036   0.0038        322.7     35.6     33.6        2.2      278.3       32.1
13.390     704.6   0.0992   0.1037   0.0038        322.7     35.6     33.7        2.2      278.3       32.1
13.400     704.7   0.0992   0.1038   0.0039        322.8     35.5     33.7        2.2      278.3       32.1
13.410     704.7   0.0992   0.1039   0.0039        322.8     35.5     33.8        2.2      278.3       32.1
13.420     704.8   0.0992   0.1040   0.0039        322.8     35.5     33.8        2.2      278.3       32.1
13.430     704.8   0.0991   0.1041   0.0039        322.9     35.5     33.8        2.2      278.3       32.1
13.440     704.9   0.0991   0.1042   0.0039        322.9     35.5     33.9        2.2      278.3       32.1
13.450     704.9   0.0991   0.1043   0.0039        322.9     35.5     33.9        2.2      278.2       32.1
13.460     705.0   0.0991   0.1045   0.0039        323.0     35.5     33.9        2.2      278.2       32.1
13.470     705.0   0.0990   0.1046   0.0039        323.0     35.5     34.0        2.2      278.2       32.1
13.480     705.1   0.0990   0.1047   0.0039        323.0     35.5     34.0        2.2      278.2       32.1
13.490     705.2   0.0990   0.1048   0.0039        323.1     35.5     34.1        2.3      278.2       32.1
13.500     705.2   0.0990   0.1049   0.0039        323.1     35.5     34.1        2.3      278.2       32.1
13.510     705.3   0.0990   0.1050   0.0039        323.1     35.5     34.1        2.3      278.2       32.0
13.520     705.3   0.0989   0.1051   0.0039        323.2     35.5     34.2        2.3      278.2       32.0
13.530     705.4   0.0989   0.1052   0.0039        323.2     35.5     34.2        2.3      278.2       32.0
13.540     705.4   0.0989   0.1054   0.0039        323.2     35.5     34.3        2.3      278.2       32.0
13.550     705.5   0.0989   0.1055   0.0039        323.2     35.5     34.3        2.3      278.2       32.0
13.560     705.5   0.0989   0.1056   0.0039        323.3     35.5     34.3        2.3      278.2       32.0
13.570     705.6   0.0988   0.1057   0.0039        323.3     35.5     34.4        2.3      278.1       32.0
13.580     705.6   0.0988   0.1058   0.0039        323.3     35.5     34.4        2.3      278.1       32.0
13.590     705.7   0.0988   0.1059   0.0039        323.4     35.4     34.5        2.3      278.1       32.0
13.600     705.7   0.0988   0.1060   0.0039        323.4     35.4     34.5        2.3      278.1       32.0
13.610     705.8   0.0987   0.1061   0.0039        323.4     35.4     34.5        2.3      278.1       32.0
13.620     705.8   0.0987   0.1063   0.0039        323.5     35.4     34.6        2.3      278.1       32.0
13.630     705.9   0.0987   0.1064   0.0039        323.5     35.4     34.6        2.3      278.1       32.0
13.640     705.9   0.0987   0.1065   0.0039        323.5     35.4     34.7        2.3      278.1       32.0
13.650     706.0   0.0987   0.1066   0.0039        323.6     35.4     34.7        2.3      278.1       31.9
13.660     706.0   0.0986   0.1067   0.0039        323.6     35.4     34.7        2.3      278.1       31.9
13.670     706.1   0.0986   0.1068   0.0039        323.6     35.4     34.8        2.3      278.1       31.9
13.680     706.1   0.0986   0.1069   0.0039        323.7     35.4     34.8        2.3      278.0       31.9
13.690     706.2   0.0986   0.1071   0.0039        323.7     35.4     34.9        2.3      278.0       31.9
13.700     706.3   0.0985   0.1072   0.0039        323.7     35.4     34.9        2.3      278.0       31.9
13.710     706.3   0.0985   0.1073   0.0039        323.8     35.4     34.9        2.3      278.0       31.9
13.720     706.4   0.0985   0.1074   0.0039        323.8     35.4     35.0        2.3      278.0       31.9
13.730     706.4   0.0985   0.1075   0.0039        323.8     35.4     35.0        2.3      278.0       31.9
13.740     706.5   0.0985   0.1076   0.0040        323.9     35.4     35.1        2.3      278.0       31.9
13.750     706.5   0.0984   0.1077   0.0040        323.9     35.4     35.1        2.3      278.0       31.9
13.760     706.6   0.0984   0.1079   0.0040        323.9     35.4     35.1        2.3      278.0       31.9
13.770     706.6   0.0984   0.1080   0.0040        324.0     35.4     35.2        2.3      278.0       31.9
13.780     706.7   0.0984   0.1081   0.0040        324.0     35.3     35.2        2.3      277.9       31.9
13.790     706.7   0.0983   0.1082   0.0040        324.0     35.3     35.3        2.3      277.9       31.8
13.800     706.8   0.0983   0.1083   0.0040        324.0     35.3     35.3        2.3      277.9       31.8
13.810     706.8   0.0983   0.1084   0.0040        324.1     35.3     35.4        2.3      277.9       31.8
13.820     706.9   0.0983   0.1086   0.0040        324.1     35.3     35.4        2.3      277.9       31.8
13.830     706.9   0.0983   0.1087   0.0040        324.1     35.3     35.4        2.3      277.9       31.8
13.840     707.0   0.0982   0.1088   0.0040        324.2     35.3     35.5        2.3      277.9       31.8
13.850     707.0   0.0982   0.1089   0.0040        324.2     35.3     35.5        2.3      277.9       31.8
13.860     707.1   0.0982   0.1090   0.0040        324.2     35.3     35.6        2.3      277.9       31.8
13.870     707.2   0.0982   0.1091   0.0040        324.3     35.3     35.6        2.3      277.9       31.8
13.880     707.2   0.0981   0.1092   0.0040        324.3     35.3     35.6        2.3      277.9       31.8
13.890     707.3   0.0981   0.1094   0.0040        324.3     35.3     35.7        2.3      277.8       31.8
13.900     707.3   0.0981   0.1095   0.0040        324.4     35.3     35.7        2.3      277.8       31.8
13.910     707.4   0.0981   0.1096   0.0040        324.4     35.3     35.8        2.3      277.8       31.8
13.920     707.4   0.0981   0.1097   0.0040        324.4     35.3     35.8        2.3      277.8       31.7
13.930     707.5   0.0980   0.1098   0.0040        324.5     35.3     35.8        2.4      277.8       31.7
13.940     707.5   0.0980   0.1099   0.0040        324.5     35.3     35.9        2.4      277.8       31.7
13.950     707.6   0.0980   0.1101   0.0040        324.5     35.3     35.9        2.4      277.8       31.7
13.960     707.6   0.0980   0.1102   0.0040        324.6     35.3     36.0        2.4      277.8       31.7
13.970     707.7   0.0979   0.1103   0.0040        324.6     35.2     36.0        2.4      277.8       31.7
13.980     707.7   0.0979   0.1104   0.0040        324.6     35.2     36.0        2.4      277.8       31.7
13.990     707.8   0.0979   0.1105   0.0040        324.7     35.2     36.1        2.4      277.7       31.7
14.000     707.8   0.0979   0.1106   0.0040        324.7     35.2     36.1        2.4      277.7       31.7
14.010     707.9   0.0979   0.1108   0.0040        324.7     35.2     36.2        2.4      277.7       31.7
14.020     707.9   0.0978   0.1109   0.0040        324.8     35.2     36.2        2.4      277.7       31.7
14.030     708.0   0.0978   0.1110   0.0040        324.8     35.2     36.3        2.4      277.7       31.7
14.040     708.1   0.0978   0.1111   0.0040        324.8     35.2     36.3        2.4      277.7       31.7
14.050     708.1   0.0978   0.1112   0.0040        324.9     35.2     36.3        2.4      277.7       31.7
14.060     708.2   0.0977   0.1113   0.0040        324.9     35.2     36.4        2.4      277.7       31.6
14.070     708.2   0.0977   0.1115   0.0040        324.9     35.2     36.4        2.4      277.7       31.6
14.080     708.3   0.0977   0.1116   0.0041        325.0     35.2     36.5        2.4      277.7       31.6
14.090     708.3   0.0977   0.1117   0.0041        325.0     35.2     36.5        2.4      277.6       31.6
14.100     708.4   0.0977   0.1118   0.0041        325.0     35.2     36.5        2.4      277.6       31.6
14.110     708.4   0.0976   0.1119   0.0041        325.1     35.2     36.6        2.4      277.6       31.6
14.120     708.5   0.0976   0.1121   0.0041        325.1     35.2     36.6        2.4      277.6       31.6
14.130     708.5   0.0976   0.1122   0.0041        325.1     35.2     36.7        2.4      277.6       31.6
14.140     708.6   0.0976   0.1123   0.0041        325.2     35.2     36.7        2.4      277.6       31.6
14.150     708.6   0.0975   0.1124   0.0041        325.2     35.1     36.8        2.4      277.6       31.6
14.160     708.7   0.0975   0.1125   0.0041        325.2     35.1     36.8        2.4      277.6       31.6
14.170     708.8   0.0975   0.1126   0.0041        325.2     35.1     36.8        2.4      277.6       31.6
14.180     708.8   0.0975   0.1128   0.0041        325.3     35.1     36.9        2.4      277.6       31.6
14.190     708.9   0.0975   0.1129   0.0041        325.3     35.1     36.9        2.4      277.5       31.5
14.200     708.9   0.0974   0.1130   0.0041        325.3     35.1     37.0        2.4      277.5       31.5
14.210     709.0   0.0974   0.1131   0.0041        325.4     35.1     37.0        2.4      277.5       31.5
14.220     709.0   0.0974   0.1132   0.0041        325.4     35.1     37.0        2.4      277.5       31.5
14.230     709.1   0.0974   0.1134   0.0041        325.4     35.1     37.1        2.4      277.5       31.5
14.240     709.1   0.0973   0.1135   0.0041        325.5     35.1     37.1        2.4      277.5       31.5
14.250     709.2   0.0973   0.1136   0.0041        325.5     35.1     37.2        2.4      277.5       31.5
14.260     709.2   0.0973   0.1137   0.0041        325.5     35.1     37.2        2.4      277.5       31.5
14.270     709.3   0.0973   0.1138   0.0041        325.6     35.1     37.3        2.4      277.5       31.5
14.280     709.3   0.0973   0.1140   0.0041        325.6     35.1     37.3        2.4      277.4       31.5
14.290     709.4   0.0972   0.1141   0.0041        325.6     35.1     37.3        2.4      277.4       31.5
14.300     709.5   0.0972   0.1142   0.0041        325.7     35.1     37.4        2.4      277.4       31.5
14.310     709.5   0.0972   0.1143   0.0041        325.7     35.1     37.4        2.4      277.4       31.5
14.320     709.6   0.0972   0.1144   0.0041        325.7     35.1     37.5        2.4      277.4       31.4
14.330     709.6   0.0971   0.1146   0.0041        325.8     35.1     37.5        2.4      277.4       31.4
14.340     709.7   0.0971   0.1147   0.0041        325.8     35.0     37.6        2.4      277.4       31.4
14.350     709.7   0.0971   0.1148   0.0041        325.8     35.0     37.6        2.4      277.4       31.4
14.360     709.8   0.0971   0.1149   0.0041        325.9     35.0     37.6        2.4      277.4       31.4
14.370     709.8   0.0970   0.1150   0.0041        325.9     35.0     37.7        2.5      277.3       31.4
14.380     709.9   0.0970   0.1152   0.0041        325.9     35.0     37.7        2.5      277.3       31.4
14.390     709.9   0.0970   0.1153   0.0041        326.0     35.0     37.8        2.5      277.3       31.4
14.400     710.0   0.0970   0.1154   0.0041        326.0     35.0     37.8        2.5      277.3       31.4
14.410     710.0   0.0970   0.1155   0.0042        326.0     35.0     37.9        2.5      277.3       31.4
14.420     710.1   0.0969   0.1156   0.0042        326.1     35.0     37.9        2.5      277.3       31.4
14.430     710.2   0.0969   0.1158   0.0042        326.1     35.0     37.9        2.5      277.3       31.4
14.440     710.2   0.0969   0.1159   0.0042        326.1     35.0     38.0        2.5      277.3       31.4
14.450     710.3   0.0969   0.1160   0.0042        326.2     35.0     38.0        2.5      277.3       31.3
14.460     710.3   0.0968   0.1161   0.0042        326.2     35.0     38.1        2.5      277.3       31.3
14.470     710.4   0.0968   0.1162   0.0042        326.2     35.0     38.1        2.5      277.2       31.3
14.480     710.4   0.0968   0.1164   0.0042        326.3     35.0     38.2        2.5      277.2       31.3
14.490     710.5   0.0968   0.1165   0.0042        326.3     35.0     38.2        2.5      277.2       31.3
14.500     710.5   0.0968   0.1166   0.0042        326.3     35.0     38.2        2.5      277.2       31.3
14.510     710.6   0.0967   0.1167   0.0042        326.4     35.0     38.3        2.5      277.2       31.3
14.520     710.6   0.0967   0.1169   0.0042        326.4     34.9     38.3        2.5      277.2       31.3
14.530     710.7   0.0967   0.1170   0.0042        326.4     34.9     38.4        2.5      277.2       31.3
14.540     710.8   0.0967   0.1171   0.0042        326.5     34.9     38.4        2.5      277.2       31.3
14.550     710.8   0.0966   0.1172   0.0042        326.5     34.9     38.5        2.5      277.1       31.3
14.560     710.9   0.0966   0.1173   0.0042        326.5     34.9     38.5        2.5      277.1       31.3
14.570     710.9   0.0966   0.1175   0.0042        326.6     34.9     38.5        2.5      277.1       31.3
14.580     711.0   0.0966   0.1176   0.0042        326.6     34.9     38.6        2.5      277.1       31.2
14.590     711.0   0.0966   0.1177   0.0042        326.6     34.9     38.6        2.5      277.1       31.2
14.600     711.1   0.0965   0.1178   0.0042        326.7     34.9     38.7        2.5      277.1       31.2
14.610     711.1   0.0965   0.1180   0.0042        326.7     34.9     38.7        2.5      277.1       31.2
14.620     711.2   0.0965   0.1181   0.0042        326.7     34.9     38.8        2.5      277.1       31.2
14.630     711.2   0.0965   0.1182   0.0042        326.8     34.9     38.8        2.5      277.1       31.2
14.640     711.3   0.0964   0.1183   0.0042        326.8     34.9     38.9        2.5      277.0       31.2
14.650     711.4   0.0964   0.1184   0.0042        326.8     34.9     38.9        2.5      277.0       31.2
14.660     711.4   0.0964   0.1186   0.0042        326.9     34.9     38.9        2.5      277.0       31.2
14.670     711.5   0.0964   0.1187   0.0042        326.9     34.9     39.0        2.5      277.0       31.2
14.680     711.5   0.0963   0.1188   0.0042        326.9     34.9     39.0        2.5      277.0       31.2
14.690     711.6   0.0963   0.1189   0.0042        327.0     34.9     39.1        2.5      277.0       31.2
14.700     711.6   0.0963   0.1191   0.0042        327.0     34.8     39.1        2.5      277.0       31.2
14.710     711.7   0.0963   0.1192   0.0042        327.0     34.8     39.2        2.5      277.0       31.1
14.720     711.7   0.0963   0.1193   0.0042        327.1     34.8     39.2        2.5      277.0       31.1
14.730     711.8   0.0962   0.1194   0.0042        327.1     34.8     39.3        2.5      276.9       31.1
14.740     711.8   0.0962   0.1196   0.0042        327.1     34.8     39.3        2.5      276.9       31.1
14.750     711.9   0.0962   0.1197   0.0043        327.2     34.8     39.3        2.5      276.9       31.1
14.760     712.0   0.0962   0.1198   0.0043        327.2     34.8     39.4        2.5      276.9       31.1
14.770     712.0   0.0961   0.1199   0.0043        327.2     34.8     39.4        2.5      276.9       31.1
14.780     712.1   0.0961   0.1201   0.0043        327.3     34.8     39.5        2.5      276.9       31.1
14.790     712.1   0.0961   0.1202   0.0043        327.3     34.8     39.5        2.5      276.9       31.1
14.800     712.2   0.0961   0.1203   0.0043        327.3     34.8     39.6        2.6      276.9       31.1
14.810     712.2   0.0961   0.1204   0.0043        327.4     34.8     39.6        2.6      276.8       31.1
14.820     712.3   0.0960   0.1206   0.0043        327.4     34.8     39.6        2.6      276.8       31.1
14.830     712.3   0.0960   0.1207   0.0043        327.4     34.8     39.7        2.6      276.8       31.1
14.840     712.4   0.0960   0.1208   0.0043        327.5     34.8     39.7        2.6      276.8       31.0
14.850     712.5   0.0960   0.1209   0.0043        327.5     34.8     39.8        2.6      276.8       31.0
14.860     712.5   0.0959   0.1211   0.0043        327.5     34.8     39.8        2.6      276.8       31.0
14.870     712.6   0.0959   0.1212   0.0043        327.6     34.8     39.9        2.6      276.8       31.0
14.880     712.6   0.0959   0.1213   0.0043        327.6     34.7     39.9        2.6      276.8       31.0
14.890     712.7   0.0959   0.1214   0.0043        327.6     34.7     40.0        2.6      276.7       31.0
14.900     712.7   0.0958   0.1216   0.0043        327.7     34.7     40.0        2.6      276.7       31.0
14.910     712.8   0.0958   0.1217   0.0043        327.7     34.7     40.1        2.6      276.7       31.0
14.920     712.8   0.0958   0.1218   0.0043        327.7     34.7     40.1        2.6      276.7       31.0
14.930     712.9   0.0958   0.1219   0.0043        327.8     34.7     40.1        2.6      276.7       31.0
14.940     713.0   0.0958   0.1221   0.0043        327.8     34.7     40.2        2.6      276.7       31.0
14.950     713.0   0.0957   0.1222   0.0043        327.8     34.7     40.2        2.6      276.7       31.0
14.960     713.1   0.0957   0.1223   0.0043        327.9     34.7     40.3        2.6      276.7       31.0
14.970     713.1   0.0957   0.1224   0.0043        327.9     34.7     40.3        2.6      276.7       30.9
14.980     713.2   0.0957   0.1226   0.0043        327.9     34.7     40.4        2.6      276.6       30.9
14.990     713.2   0.0956   0.1227   0.0043        328.0     34.7     40.4        2.6      276.6       30.9
15.000     713.3   0.0956   0.1228   0.0043        328.0     34.7     40.5        2.6      276.6       30.9
15.010     713.3   0.0956   0.1229   0.0043        328.0     34.7     40.5        2.6      276.6       30.9
15.020     713.4   0.0956   0.1231   0.0043        328.1     34.7     40.5        2.6      276.6       30.9
15.030     713.4   0.0955   0.1232   0.0043        328.1     34.7     40.6        2.6      276.6       30.9
15.040     713.5   0.0955   0.1233   0.0043        328.1     34.7     40.6        2.6      276.6       30.9
15.050     713.6   0.0955   0.1234   0.0043        328.2     34.7     40.7        2.6      276.6       30.9
15.060     713.6   0.0955   0.1236   0.0043        328.2     34.6     40.7        2.6      276.5       30.9
15.070     713.7   0.0955   0.1237   0.0043        328.2     34.6     40.8        2.6      276.5       30.9
15.080     713.7   0.0954   0.1238   0.0044        328.3     34.6     40.8        2.6      276.5       30.9
15.090     713.8   0.0954   0.1239   0.0044        328.3     34.6     40.9        2.6      276.5       30.9
15.100     713.8   0.0954   0.1241   0.0044        328.3     34.6     40.9        2.6      276.5       30.8
15.110     713.9   0.0954   0.1242   0.0044        328.4     34.6     41.0        2.6      276.5       30.8
15.120     714.0   0.0953   0.1243   0.0044        328.4     34.6     41.0        2.6      276.5       30.8
15.130     714.0   0.0953   0.1245   0.0044        328.5     34.6     41.0        2.6      276.4       30.8
15.140     714.1   0.0953   0.1246   0.0044        328.5     34.6     41.1        2.6      276.4       30.8
15.150     714.1   0.0953   0.1247   0.0044        328.5     34.6     41.1        2.6      276.4       30.8
15.160     714.2   0.0953   0.1248   0.0044        328.6     34.6     41.2        2.6      276.4       30.8
15.170     714.2   0.0952   0.1250   0.0044        328.6     34.6     41.2        2.6      276.4       30.8
15.180     714.3   0.0952   0.1251   0.0044        328.6     34.6     41.3        2.6      276.4       30.8
15.190     714.3   0.0952   0.1252   0.0044        328.7     34.6     41.3        2.6      276.4       30.8
15.200     714.4   0.0952   0.1253   0.0044        328.7     34.6     41.4        2.6      276.4       30.8
15.210     714.5   0.0951   0.1255   0.0044        328.7     34.6     41.4        2.7      276.3       30.8
15.220     714.5   0.0951   0.1256   0.0044        328.8     34.6     41.5        2.7      276.3       30.8
15.230     714.6   0.0951   0.1257   0.0044        328.8     34.6     41.5        2.7      276.3       30.7
15.240     714.6   0.0951   0.1259   0.0044        328.8     34.5     41.6        2.7      276.3       30.7
15.250     714.7   0.0950   0.1260   0.0044        328.9     34.5     41.6        2.7      276.3       30.7
15.260     714.7   0.0950   0.1261   0.0044        328.9     34.5     41.6        2.7      276.3       30.7
15.270     714.8   0.0950   0.1262   0.0044        328.9     34.5     41.7        2.7      276.3       30.7
15.280     714.8   0.0950   0.1264   0.0044        329.0     34.5     41.7        2.7      276.3       30.7
15.290     714.9   0.0950   0.1265   0.0044        329.0     34.5     41.8        2.7      276.2       30.7
15.300     715.0   0.0949   0.1266   0.0044        329.0     34.5     41.8        2.7      276.2       30.7
15.310     715.0   0.0949   0.1268   0.0044        329.1     34.5     41.9        2.7      276.2       30.7
15.320     715.1   0.0949   0.1269   0.0044        329.1     34.5     41.9        2.7      276.2       30.7
15.330     715.1   0.0949   0.1270   0.0044        329.1     34.5     42.0        2.7      276.2       30.7
15.340     715.2   0.0948   0.1272   0.0044        329.2     34.5     42.0        2.7      276.2       30.7
15.350     715.2   0.0948   0.1273   0.0044        329.2     34.5     42.1        2.7      276.2       30.6
15.360     715.3   0.0948   0.1274   0.0044        329.2     34.5     42.1        2.7      276.1       30.6
15.370     715.3   0.0948   0.1275   0.0044        329.3     34.5     42.2        2.7      276.1       30.6
15.380     715.4   0.0947   0.1277   0.0044        329.3     34.5     42.2        2.7      276.1       30.6
15.390     715.5   0.0947   0.1278   0.0044        329.3     34.5     42.2        2.7      276.1       30.6
15.400     715.5   0.0947   0.1279   0.0044        329.4     34.5     42.3        2.7      276.1       30.6
15.410     715.6   0.0947   0.1281   0.0044        329.4     34.4     42.3        2.7      276.1       30.6
15.420     715.6   0.0947   0.1282   0.0045        329.4     34.4     42.4        2.7      276.1       30.6
15.430     715.7   0.0946   0.1283   0.0045        329.5     34.4     42.4        2.7      276.1       30.6
15.440     715.7   0.0946   0.1284   0.0045        329.5     34.4     42.5        2.7      276.0       30.6
15.450     715.8   0.0946   0.1286   0.0045        329.5     34.4     42.5        2.7      276.0       30.6
15.460     715.9   0.0946   0.1287   0.0045        329.6     34.4     42.6        2.7      276.0       30.6
15.470     715.9   0.0945   0.1288   0.0045        329.6     34.4     42.6        2.7      276.0       30.6
15.480     716.0   0.0945   0.1290   0.0045        329.6     34.4     42.7        2.7      276.0       30.5
15.490     716.0   0.0945   0.1291   0.0045        329.7     34.4     42.7        2.7      276.0       30.5
15.500     716.1   0.0945   0.1292   0.0045        329.7     34.4     42.8        2.7      276.0       30.5
15.510     716.1   0.0944   0.1294   0.0045        329.8     34.4     42.8        2.7      275.9       30.5
15.520     716.2   0.0944   0.1295   0.0045        329.8     34.4     42.9        2.7      275.9       30.5
15.530     716.3   0.0944   0.1296   0.0045        329.8     34.4     42.9        2.7      275.9       30.5
15.540     716.3   0.0944   0.1298   0.0045        329.9     34.4     43.0        2.7      275.9       30.5
15.550     716.4   0.0943   0.1299   0.0045        329.9     34.4     43.0        2.7      275.9       30.5
15.560     716.4   0.0943   0.1300   0.0045        329.9     34.4     43.0        2.7      275.9       30.5
15.570     716.5   0.0943   0.1301   0.0045        330.0     34.4     43.1        2.7      275.9       30.5
15.580     716.5   0.0943   0.1303   0.0045        330.0     34.4     43.1        2.7      275.8       30.5
15.590     716.6   0.0943   0.1304   0.0045        330.0     34.3     43.2        2.7      275.8       30.5
15.600     716.6   0.0942   0.1305   0.0045        330.1     34.3     43.2        2.7      275.8       30.4
15.610     716.7   0.0942   0.1307   0.0045        330.1     34.3     43.3        2.7      275.8       30.4
15.620     716.8   0.0942   0.1308   0.0045        330.1     34.3     43.3        2.8      275.8       30.4
15.630     716.8   0.0942   0.1309   0.0045        330.2     34.3     43.4        2.8      275.8       30.4
15.640     716.9   0.0941   0.1311   0.0045        330.2     34.3     43.4        2.8      275.8       30.4
15.650     716.9   0.0941   0.1312   0.0045        330.2     34.3     43.5        2.8      275.7       30.4
15.660     717.0   0.0941   0.1313   0.0045        330.3     34.3     43.5        2.8      275.7       30.4
15.670     717.0   0.0941   0.1315   0.0045        330.3     34.3     43.6        2.8      275.7       30.4
15.680     717.1   0.0940   0.1316   0.0045        330.3     34.3     43.6        2.8      275.7       30.4
15.690     717.2   0.0940   0.1317   0.0045        330.4     34.3     43.7        2.8      275.7       30.4
15.700     717.2   0.0940   0.1319   0.0045        330.4     34.3     43.7        2.8      275.7       30.4
15.710     717.3   0.0940   0.1320   0.0045        330.4     34.3     43.8        2.8      275.7       30.4
15.720     717.3   0.0940   0.1321   0.0045        330.5     34.3     43.8        2.8      275.6       30.4
15.730     717.4   0.0939   0.1323   0.0045        330.5     34.3     43.9        2.8      275.6       30.3
15.740     717.4   0.0939   0.1324   0.0045        330.5     34.3     43.9        2.8      275.6       30.3
15.750     717.5   0.0939   0.1325   0.0045        330.6     34.3     44.0        2.8      275.6       30.3
15.760     717.6   0.0939   0.1327   0.0046        330.6     34.2     44.0        2.8      275.6       30.3
15.770     717.6   0.0938   0.1328   0.0046        330.7     34.2     44.1        2.8      275.6       30.3
15.780     717.7   0.0938   0.1329   0.0046        330.7     34.2     44.1        2.8      275.6       30.3
15.790     717.7   0.0938   0.1331   0.0046        330.7     34.2     44.1        2.8      275.5       30.3
15.800     717.8   0.0938   0.1332   0.0046        330.8     34.2     44.2        2.8      275.5       30.3
15.810     717.8   0.0937   0.1333   0.0046        330.8     34.2     44.2        2.8      275.5       30.3
15.820     717.9   0.0937   0.1335   0.0046        330.8     34.2     44.3        2.8      275.5       30.3
15.830     718.0   0.0937   0.1336   0.0046        330.9     34.2     44.3        2.8      275.5       30.3
15.840     718.0   0.0937   0.1337   0.0046        330.9     34.2     44.4        2.8      275.5       30.3
15.850     718.1   0.0937   0.1339   0.0046        330.9     34.2     44.4        2.8      275.5       30.2
15.860     718.1   0.0936   0.1340   0.0046        331.0     34.2     44.5        2.8      275.4       30.2
15.870     718.2   0.0936   0.1341   0.0046        331.0     34.2     44.5        2.8      275.4       30.2
15.880     718.2   0.0936   0.1343   0.0046        331.0     34.2     44.6        2.8      275.4       30.2
15.890     718.3   0.0936   0.1344   0.0046        331.1     34.2     44.6        2.8      275.4       30.2
15.900     718.4   0.0935   0.1345   0.0046        331.1     34.2     44.7        2.8      275.4       30.2
15.910     718.4   0.0935   0.1347   0.0046        331.1     34.2     44.7        2.8      275.4       30.2
15.920     718.5   0.0935   0.1348   0.0046        331.2     34.2     44.8        2.8      275.4       30.2
15.930     718.5   0.0935   0.1349   0.0046        331.2     34.1     44.8        2.8      275.3       30.2
15.940     718.6   0.0934   0.1351   0.0046        331.2     34.1     44.9        2.8      275.3       30.2
15.950     718.6   0.0934   0.1352   0.0046        331.3     34.1     44.9        2.8      275.3       30.2
15.960     718.7   0.0934   0.1353   0.0046        331.3     34.1     45.0        2.8      275.3       30.2
15.970     718.8   0.0934   0.1355   0.0046        331.4     34.1     45.0        2.8      275.3       30.1
15.980     718.8   0.0933   0.1356   0.0046        331.4     34.1     45.1        2.8      275.3       30.1
15.990     718.9   0.0933   0.1357   0.0046        331.4     34.1     45.1        2.8      275.2       30.1
16.000     718.9   0.0933   0.1359   0.0046        331.5     34.1     45.2        2.8      275.2       30.1
